step,days_passed,susceptible,infected,recovered,partially_vaccinated,fully_vaccinated_without_booster,fully_vaccinated_with_booster,dead,mean_R₀,median_R₀,infection_probability,vaccination_probability
594,2021-12-07,130211,6948,11830,20779,881,890,721,4.150793650793651,3.0,0.216,0.09788
595,2021-12-08,130156,6956,11872,20856,881,893,726,3.7838983050847457,3.0,0.17,0.09788
596,2021-12-09,130123,6906,11951,20904,880,896,730,3.6607142857142856,3.0,0.1,0.09788
597,2021-12-10,130102,6891,11984,21019,875,902,733,4.223107569721115,4.0,0.116,0.09788
598,2021-12-11,130067,6890,12016,21114,877,906,737,3.9803149606299213,4.0,0.196,0.09788
599,2021-12-12,130027,6968,11976,21207,871,913,739,3.994818652849741,4.0,0.08,0.09788
600,2021-12-13,130006,6990,11972,21308,869,919,742,4.336283185840708,4.0,0.136,0.09788
601,2021-12-14,129976,6966,12022,21377,868,923,746,3.9879032258064515,3.0,0.118,0.09788
602,2021-12-15,129942,6965,12055,21485,859,936,748,4.38671875,4.0,0.206,0.09788
603,2021-12-16,129888,6980,12093,21600,855,947,749,3.764925373134328,3.0,0.088,0.09788
604,2021-12-17,129865,6906,12186,21628,854,949,753,4.26530612244898,3.0,0.206,0.09788
605,2021-12-18,129808,6954,12189,21647,856,949,759,4.486590038314176,4.0,0.172,0.09788
606,2021-12-19,129754,7001,12192,21782,855,960,763,4.004255319148936,3.0,0.23,0.09788
607,2021-12-20,129698,7044,12202,21860,854,964,766,4.287671232876712,3.0,0.206,0.09788
608,2021-12-21,129650,7070,12221,21905,855,967,769,3.938775510204082,3.0,0.234,0.09788
609,2021-12-22,129596,7100,12244,22032,849,981,770,4.070866141732283,3.0,0.202,0.09788
610,2021-12-23,129546,7151,12240,22149,849,993,773,4.363636363636363,4.0,0.126,0.09788
611,2021-12-24,129513,7186,12233,22235,843,1006,778,4.0963302752293576,3.0,0.084,0.09788
612,2021-12-25,129498,7215,12216,22344,845,1014,781,4.450704225352113,4.0,0.236,0.09788
613,2021-12-26,129438,7183,12305,22390,841,1020,784,3.9107142857142856,3.0,0.232,0.09788
614,2021-12-27,129386,7220,12319,22496,826,1041,785,4.437209302325582,4.0,0.15,0.09788
615,2021-12-28,129346,7239,12337,22573,818,1059,788,4.123076923076923,3.0,0.24,0.09788
616,2021-12-29,129298,7297,12322,22637,817,1067,793,4.259740259740259,4.0,0.132,0.09788
617,2021-12-30,129263,7378,12270,22749,802,1092,799,4.522167487684729,4.0,0.192,0.09788
618,2021-12-31,129219,7430,12259,22856,788,1115,802,4.523584905660377,4.0,0.164,0.09788
619,2022-01-01,129184,7431,12291,22890,782,1127,804,4.195454545454545,4.0,0.134,0.09788
620,2022-01-02,129150,7459,12295,22967,777,1145,806,4.167420814479638,4.0,0.138,0.09788
621,2022-01-03,129119,7434,12348,23045,768,1164,809,4.393574297188755,4.0,0.11,0.09788
622,2022-01-04,129090,7433,12372,23156,775,1182,815,4.352226720647773,4.0,0.118,0.09788
623,2022-01-05,129064,7423,12404,23202,770,1192,819,4.203065134099617,3.0,0.228,0.09788
624,2022-01-06,129006,7463,12419,23291,772,1212,822,3.8114754098360657,3.0,0.22,0.09788
625,2022-01-07,128954,7509,12423,23314,769,1217,824,4.6347826086956525,4.0,0.128,0.09788
626,2022-01-08,128926,7555,12404,23378,767,1231,825,4.75,4.0,0.11,0.09788
627,2022-01-09,128901,7562,12419,23424,773,1239,828,4.375494071146245,4.0,0.232,0.09788
628,2022-01-10,128831,7561,12487,23509,776,1256,831,4.287822878228782,3.0,0.18,0.09788
629,2022-01-11,128785,7589,12505,23609,777,1269,831,4.641129032258065,4.0,0.16,0.09788
630,2022-01-12,128751,7603,12522,23681,776,1282,834,3.9910714285714284,3.0,0.158,0.09788
631,2022-01-13,128726,7574,12574,23730,768,1299,836,4.490196078431373,4.0,0.208,0.09788
632,2022-01-14,128683,7578,12613,23767,762,1313,836,4.137809187279152,3.0,0.118,0.09788
633,2022-01-15,128650,7626,12595,23846,758,1324,839,4.413636363636364,4.0,0.138,0.09788
634,2022-01-16,128611,7585,12675,23971,747,1355,839,4.213592233009709,4.0,0.132,0.09788
635,2022-01-17,128579,7551,12736,24004,757,1361,844,4.156028368794326,3.0,0.14,0.09788
636,2022-01-18,128549,7563,12749,24065,756,1374,849,3.9656488549618323,3.0,0.112,0.09788
637,2022-01-19,128516,7532,12809,24094,753,1381,853,4.435424354243542,4.0,0.216,0.09788
638,2022-01-20,128455,7521,12879,24227,755,1404,855,4.433098591549296,4.0,0.168,0.09788
639,2022-01-21,128422,7525,12906,24247,753,1413,857,4.0,3.0,0.192,0.09788
640,2022-01-22,128380,7543,12929,24351,751,1438,858,4.07905138339921,4.0,0.084,0.09788
641,2022-01-23,128362,7531,12958,24389,751,1444,859,4.818181818181818,4.0,0.156,0.09788
642,2022-01-24,128327,7512,13010,24431,748,1457,861,4.080645161290323,3.0,0.13,0.09788
643,2022-01-25,128298,7525,13023,24514,759,1473,864,3.8492063492063493,3.0,0.096,0.09788
644,2022-01-26,128277,7500,13064,24603,764,1486,869,4.193548387096774,3.0,0.156,0.09788
645,2022-01-27,128237,7515,13084,24688,759,1506,874,4.484429065743945,4.0,0.196,0.09788
646,2022-01-28,128198,7525,13109,24774,771,1519,878,4.454225352112676,4.0,0.208,0.09788
647,2022-01-29,128159,7562,13106,24898,769,1539,883,4.454545454545454,4.0,0.13,0.09788
648,2022-01-30,128133,7632,13060,24975,775,1545,885,4.289592760180995,3.0,0.174,0.09788
649,2022-01-31,128081,7692,13051,25065,778,1565,886,4.642570281124498,4.0,0.146,0.09788
650,2022-02-01,128053,7713,13056,25169,784,1576,888,4.290178571428571,3.5,0.208,0.09788
651,2022-02-02,128001,7747,13069,25248,792,1587,893,4.524390243902439,4.0,0.08,0.09788
652,2022-02-03,127981,7745,13090,25370,801,1597,894,4.47808764940239,4.0,0.172,0.09788
653,2022-02-04,127950,7752,13110,25461,797,1609,898,4.176056338028169,3.0,0.14,0.09788
654,2022-02-05,127918,7758,13132,25553,800,1616,902,4.307971014492754,3.0,0.176,0.09788
655,2022-02-06,127868,7754,13180,25691,804,1625,908,4.865248226950355,4.5,0.232,0.09788
656,2022-02-07,127827,7770,13205,25745,803,1629,908,4.726923076923077,4.0,0.106,0.09788
657,2022-02-08,127803,7800,13194,25824,817,1635,913,3.6444444444444444,3.0,0.09,0.09788
658,2022-02-09,127785,7729,13281,25914,820,1642,915,4.536231884057971,4.0,0.196,0.09788
659,2022-02-10,127740,7784,13268,25956,821,1645,918,4.432773109243698,4.0,0.13,0.09788
660,2022-02-11,127712,7834,13243,26014,823,1648,921,5.053097345132743,4.0,0.226,0.09788
661,2022-02-12,127654,7862,13266,26058,821,1655,928,4.522648083623693,4.0,0.172,0.09788
662,2022-02-13,127612,7866,13302,26174,823,1668,930,4.552238805970149,4.0,0.08,0.09788
663,2022-02-14,127590,7859,13327,26297,831,1678,934,4.861940298507463,5.0,0.166,0.09788
664,2022-02-15,127553,7903,13315,26330,834,1679,939,4.899193548387097,4.0,0.15,0.09788
665,2022-02-16,127518,7883,13369,26431,834,1689,940,4.394160583941606,4.0,0.104,0.09788
666,2022-02-17,127488,7891,13389,26585,833,1702,942,4.333333333333333,3.5,0.182,0.09788
667,2022-02-18,127443,7906,13417,26690,836,1706,944,4.333333333333333,3.0,0.198,0.09788
668,2022-02-19,127402,7896,13463,26758,834,1709,949,4.561264822134388,4.0,0.152,0.09788
669,2022-02-20,127376,7896,13486,26825,839,1713,952,4.752767527675276,4.0,0.234,0.09788
670,2022-02-21,127307,7978,13470,26868,841,1715,955,4.908695652173913,4.0,0.084,0.09788
671,2022-02-22,127288,7974,13491,26933,845,1719,957,4.2663755458515285,3.0,0.182,0.09788
672,2022-02-23,127238,8037,13476,26996,848,1723,959,4.649056603773585,4.0,0.156,0.09788
673,2022-02-24,127198,8051,13501,27023,850,1723,960,4.838582677165355,4.0,0.164,0.09788
674,2022-02-25,127158,8019,13567,27135,850,1728,966,4.4506578947368425,4.0,0.08,0.09788
675,2022-02-26,127135,7984,13621,27282,851,1736,970,4.5646258503401365,4.0,0.194,0.09788
676,2022-02-27,127079,7987,13672,27315,854,1736,972,4.338870431893688,4.0,0.126,0.09788
677,2022-02-28,127047,7993,13695,27382,853,1737,975,4.883161512027492,4.0,0.088,0.09788
678,2022-03-01,127030,7971,13732,27480,857,1742,977,4.43042071197411,4.0,0.148,0.09788
679,2022-03-02,126995,7991,13741,27579,863,1745,983,4.889795918367347,4.0,0.228,0.09788
680,2022-03-03,126930,8028,13761,27632,865,1746,991,4.7178571428571425,4.0,0.208,0.09788
681,2022-03-04,126872,8078,13766,27678,867,1749,994,4.7269076305220885,4.0,0.238,0.09788
682,2022-03-05,126792,8110,13808,27746,866,1752,1000,5.175257731958763,5.0,0.162,0.09788
683,2022-03-06,126750,8153,13801,27848,872,1752,1006,4.75886524822695,4.0,0.176,0.09788
684,2022-03-07,126686,8199,13815,27983,873,1754,1010,4.280575539568345,3.0,0.194,0.09788
685,2022-03-08,126635,8213,13848,28053,874,1755,1014,4.561594202898551,4.0,0.152,0.09788
686,2022-03-09,126595,8228,13871,28153,874,1757,1016,5.04,4.0,0.172,0.09788
687,2022-03-10,126544,8317,13828,28254,874,1758,1021,5.239024390243903,5.0,0.112,0.09788
688,2022-03-11,126522,8290,13870,28396,869,1768,1028,4.6689419795221845,4.0,0.124,0.09788
689,2022-03-12,126487,8282,13909,28449,869,1772,1032,5.228260869565218,4.0,0.098,0.09788
690,2022-03-13,126459,8263,13951,28505,869,1774,1037,4.40952380952381,4.0,0.188,0.09788
691,2022-03-14,126419,8273,13974,28607,870,1777,1044,4.613970588235294,4.0,0.142,0.09788
692,2022-03-15,126380,8319,13964,28649,870,1779,1047,5.015325670498084,4.0,0.11,0.09788
693,2022-03-16,126341,8335,13985,28746,871,1783,1049,5.027397260273973,4.5,0.148,0.09788
694,2022-03-17,126300,8389,13966,28847,872,1788,1055,5.125984251968504,5.0,0.19,0.09788
695,2022-03-18,126242,8457,13955,28902,872,1790,1056,4.600806451612903,4.0,0.204,0.09788
696,2022-03-19,126186,8492,13972,28997,871,1794,1060,4.375,4.0,0.118,0.09788
697,2022-03-20,126149,8560,13938,29035,871,1795,1063,4.222222222222222,3.0,0.126,0.09788
698,2022-03-21,126104,8585,13953,29100,870,1798,1068,5.202952029520295,5.0,0.222,0.09788
699,2022-03-22,126052,8562,14022,29199,871,1803,1074,4.541666666666667,4.0,0.23,0.09788
700,2022-03-23,125969,8710,13954,29264,872,1805,1077,4.862222222222222,4.0,0.17,0.09788
701,2022-03-24,125934,8634,14061,29353,869,1812,1081,4.7682926829268295,4.0,0.132,0.09788
702,2022-03-25,125905,8638,14083,29387,868,1814,1084,4.850746268656716,4.0,0.088,0.09788
703,2022-03-26,125885,8665,14075,29432,866,1823,1085,4.9375,4.0,0.204,0.09788
704,2022-03-27,125834,8714,14077,29463,867,1824,1085,5.308880308880309,4.0,0.11,0.09788
705,2022-03-28,125804,8703,14116,29527,864,1829,1087,4.348684210526316,3.0,0.084,0.09788
706,2022-03-29,125788,8664,14167,29647,862,1835,1091,5.074074074074074,5.0,0.09,0.09788
707,2022-03-30,125763,8614,14237,29733,860,1840,1096,5.209059233449477,5.0,0.14,0.09788
708,2022-03-31,125722,8654,14236,29790,858,1848,1098,4.690566037735849,4.0,0.142,0.09788
709,2022-04-01,125681,8642,14285,29820,855,1853,1102,4.719242902208202,4.0,0.146,0.09788
710,2022-04-02,125634,8637,14333,29855,853,1857,1106,4.297658862876254,3.0,0.11,0.09788
711,2022-04-03,125597,8609,14392,29902,847,1868,1112,4.411764705882353,4.0,0.126,0.09788
712,2022-04-04,125565,8596,14430,29980,841,1879,1119,5.055384615384615,4.0,0.118,0.09788
713,2022-04-05,125534,8551,14504,30073,841,1890,1121,4.419753086419753,3.0,0.184,0.09788
714,2022-04-06,125468,8570,14550,30160,829,1906,1122,4.9206896551724135,4.0,0.126,0.09788
715,2022-04-07,125424,8526,14633,30257,833,1915,1127,4.711111111111111,4.0,0.19,0.09788
716,2022-04-08,125367,8563,14651,30331,836,1924,1129,4.928571428571429,4.0,0.114,0.09788
717,2022-04-09,125332,8586,14661,30424,829,1940,1131,4.992481203007519,4.5,0.1,0.09788
718,2022-04-10,125296,8621,14656,30488,828,1947,1137,5.0783582089552235,5.0,0.24,0.09788
719,2022-04-11,125230,8618,14722,30526,831,1952,1140,4.95945945945946,4.0,0.164,0.09788
720,2022-04-12,125165,8656,14743,30541,828,1960,1146,4.638297872340425,4.0,0.2,0.09788
721,2022-04-13,125080,8715,14768,30664,820,1975,1147,4.938110749185668,4.0,0.234,0.09788
722,2022-04-14,125007,8721,14832,30699,821,1979,1150,4.974025974025974,5.0,0.194,0.09788
723,2022-04-15,124949,8730,14878,30756,819,1987,1153,5.087662337662338,4.0,0.208,0.09788
724,2022-04-16,124880,8753,14921,30784,818,1994,1156,4.487341772151899,4.0,0.192,0.09788
725,2022-04-17,124811,8784,14953,30822,817,1998,1162,4.882352941176471,4.0,0.092,0.09788
726,2022-04-18,124780,8762,15006,30856,812,2005,1162,5.382636655948553,5.0,0.156,0.09788
727,2022-04-19,124735,8811,14995,30935,808,2020,1169,5.135135135135135,5.0,0.104,0.09788
728,2022-04-20,124691,8834,15013,31087,800,2043,1172,4.920415224913495,4.0,0.17,0.09788
729,2022-04-21,124614,8804,15115,31198,790,2067,1177,4.825737265415549,4.0,0.186,0.09788
730,2022-04-22,124550,8890,15088,31217,800,2068,1182,5.341269841269841,5.0,0.196,0.09788
731,2022-04-23,124483,8966,15079,31264,797,2076,1182,5.180147058823529,5.0,0.192,0.09788
732,2022-04-24,124406,9031,15088,31389,788,2099,1185,5.270903010033445,5.0,0.16,0.09788
733,2022-04-25,124347,9028,15144,31417,787,2106,1191,5.0064935064935066,4.0,0.092,0.09788
734,2022-04-26,124323,9007,15186,31482,781,2123,1194,5.112627986348123,4.0,0.138,0.09788
735,2022-04-27,124279,9091,15140,31567,776,2138,1200,5.682170542635659,5.0,0.224,0.09788
736,2022-04-28,124192,9196,15118,31618,772,2151,1204,5.434599156118144,5.0,0.162,0.09788
737,2022-04-29,124139,9223,15139,31700,764,2172,1209,4.826229508196722,4.0,0.114,0.09788
738,2022-04-30,124108,9231,15158,31790,763,2198,1213,5.075409836065574,4.0,0.2,0.09788
739,2022-05-01,124051,9243,15201,31832,760,2212,1215,5.08843537414966,4.5,0.196,0.09788
740,2022-05-02,123986,9262,15245,31856,756,2220,1217,5.020338983050848,4.0,0.144,0.09788
741,2022-05-03,123946,9245,15299,31908,750,2232,1220,5.448717948717949,5.0,0.214,0.09788
742,2022-05-04,123875,9296,15316,32013,752,2258,1223,5.383512544802867,5.0,0.218,0.09788
743,2022-05-05,123815,9329,15341,32068,750,2272,1225,4.737864077669903,4.0,0.16,0.09788
744,2022-05-06,123762,9387,15330,32154,757,2289,1231,4.9335793357933575,4.0,0.192,0.09788
745,2022-05-07,123711,9354,15410,32263,759,2307,1235,5.404833836858006,5.0,0.092,0.09788
746,2022-05-08,123680,9355,15438,32281,763,2309,1237,5.0899653979238755,5.0,0.21,0.09788
747,2022-05-09,123637,9366,15468,32376,764,2334,1239,5.085808580858086,4.0,0.238,0.09788
748,2022-05-10,123560,9432,15473,32389,764,2340,1245,4.911262798634812,4.0,0.172,0.09788
749,2022-05-11,123510,9446,15505,32427,768,2348,1249,4.8125,4.0,0.112,0.09788
750,2022-05-12,123477,9398,15583,32469,772,2353,1252,4.7349726775956285,4.0,0.198,0.09788
751,2022-05-13,123435,9400,15619,32524,766,2370,1256,4.525477707006369,3.0,0.19,0.09788
752,2022-05-14,123373,9423,15654,32608,770,2381,1260,4.570977917981073,4.0,0.118,0.09788
753,2022-05-15,123343,9379,15727,32699,772,2394,1261,4.6932153392330385,4.0,0.086,0.09788
754,2022-05-16,123316,9309,15821,32777,784,2411,1264,4.870056497175141,4.0,0.174,0.09788
755,2022-05-17,123264,9329,15853,32814,785,2416,1264,4.930795847750865,4.0,0.118,0.09788
756,2022-05-18,123223,9289,15932,32866,785,2422,1266,5.455072463768116,5.0,0.142,0.09788
757,2022-05-19,123179,9283,15979,32955,782,2436,1269,5.0673076923076925,4.0,0.192,0.09788
758,2022-05-20,123116,9292,16024,33073,780,2455,1278,4.551020408163265,4.0,0.228,0.09788
759,2022-05-21,123045,9311,16073,33130,786,2459,1281,4.923076923076923,4.0,0.118,0.09788
760,2022-05-22,123011,9283,16132,33230,789,2470,1284,4.557471264367816,4.0,0.186,0.09788
761,2022-05-23,122953,9256,16211,33295,791,2482,1290,4.75,4.0,0.17,0.09788
762,2022-05-24,122907,9301,16208,33386,790,2493,1294,4.79672131147541,4.0,0.226,0.09788
763,2022-05-25,122843,9331,16241,33404,795,2494,1295,5.404411764705882,5.0,0.12,0.09788
764,2022-05-26,122804,9284,16325,33511,800,2507,1297,5.631578947368421,5.0,0.236,0.09788
765,2022-05-27,122729,9334,16345,33543,805,2508,1302,4.599415204678363,4.0,0.154,0.09788
766,2022-05-28,122691,9328,16385,33649,800,2527,1306,4.981927710843373,5.0,0.174,0.09788
767,2022-05-29,122640,9359,16403,33697,796,2534,1308,5.140575079872204,5.0,0.24,0.09788
768,2022-05-30,122570,9430,16400,33795,802,2544,1310,4.9183006535947715,4.0,0.19,0.09788
769,2022-05-31,122511,9470,16416,33887,801,2554,1313,4.719745222929936,4.0,0.214,0.09788
770,2022-06-01,122456,9567,16370,33957,802,2562,1317,5.52542372881356,5.0,0.126,0.09788
771,2022-06-02,122421,9536,16432,34027,812,2565,1321,5.148484848484848,4.0,0.134,0.09788
772,2022-06-03,122375,9528,16482,34050,816,2565,1325,4.964912280701754,4.0,0.186,0.09788
773,2022-06-04,122313,9613,16454,34072,817,2567,1330,5.164133738601824,4.0,0.212,0.09788
774,2022-06-05,122251,9661,16467,34166,820,2575,1331,4.946308724832215,4.0,0.086,0.09788
775,2022-06-06,122228,9710,16439,34212,818,2580,1333,5.544827586206897,5.0,0.104,0.09788
776,2022-06-07,122202,9682,16489,34320,830,2584,1337,5.484076433121019,5.0,0.15,0.09788
777,2022-06-08,122158,9607,16604,34369,837,2584,1341,4.899721448467966,4.0,0.124,0.09788
778,2022-06-09,122135,9579,16653,34507,841,2590,1343,4.949101796407185,4.0,0.108,0.09788
779,2022-06-10,122110,9547,16704,34544,842,2591,1349,5.327044025157233,5.0,0.104,0.09788
780,2022-06-11,122083,9527,16747,34627,844,2595,1353,5.205696202531645,4.0,0.128,0.09788
781,2022-06-12,122052,9503,16797,34680,846,2599,1358,5.079881656804734,4.0,0.13,0.09788
782,2022-06-13,122020,9525,16805,34711,845,2601,1360,5.3232323232323235,5.0,0.192,0.09788
783,2022-06-14,121980,9578,16789,34779,848,2603,1363,5.436619718309859,5.0,0.17,0.09788
784,2022-06-15,121944,9553,16845,34871,846,2611,1368,5.543689320388349,5.0,0.216,0.09788
785,2022-06-16,121902,9568,16871,34934,848,2616,1369,5.5147540983606556,5.0,0.224,0.09788
786,2022-06-17,121856,9620,16861,35033,848,2624,1373,5.254901960784314,4.0,0.09,0.09788
787,2022-06-18,121832,9578,16926,35172,841,2637,1374,4.997159090909091,4.0,0.2,0.09788
788,2022-06-19,121780,9567,16986,35240,841,2640,1377,4.8107344632768365,4.0,0.152,0.09788
789,2022-06-20,121749,9545,17032,35324,844,2643,1384,5.291021671826625,5.0,0.08,0.09788
790,2022-06-21,121730,9482,17105,35410,844,2648,1393,5.097922848664688,4.0,0.16,0.09788
791,2022-06-22,121691,9489,17130,35459,845,2650,1400,5.142857142857143,5.0,0.098,0.09788
792,2022-06-23,121679,9494,17133,35600,846,2657,1404,4.92,4.0,0.082,0.09788
793,2022-06-24,121662,9494,17143,35681,851,2660,1411,5.006734006734007,4.0,0.182,0.09788
794,2022-06-25,121628,9417,17249,35712,850,2661,1416,5.051413881748072,4.0,0.23,0.09788
795,2022-06-26,121576,9395,17318,35769,854,2664,1421,5.677811550151976,5.0,0.166,0.09788
796,2022-06-27,121534,9396,17352,35876,855,2667,1428,5.125,5.0,0.158,0.09788
797,2022-06-28,121488,9355,17434,35955,860,2670,1433,5.384,5.0,0.17,0.09788
798,2022-06-29,121444,9350,17481,36031,859,2674,1435,5.182584269662922,5.0,0.204,0.09788
799,2022-06-30,121390,9268,17611,36101,858,2677,1441,5.122762148337596,4.0,0.144,0.09788
800,2022-07-01,121364,9283,17618,36252,864,2678,1445,5.096666666666667,4.0,0.236,0.09788
801,2022-07-02,121313,9297,17653,36279,863,2679,1447,5.4880239520958085,5.0,0.194,0.09788
802,2022-07-03,121271,9208,17780,36367,861,2683,1451,5.37046004842615,5.0,0.098,0.09788
803,2022-07-04,121248,9169,17840,36435,861,2688,1453,5.318840579710145,5.0,0.142,0.09788
804,2022-07-05,121208,9174,17868,36542,857,2696,1460,5.577712609970675,5.0,0.14,0.09788
805,2022-07-06,121177,9200,17869,36562,854,2699,1464,5.381118881118881,5.0,0.21,0.09788
806,2022-07-07,121139,9211,17893,36695,854,2708,1467,5.109154929577465,4.0,0.184,0.09788
807,2022-07-08,121085,9238,17913,36787,855,2714,1474,5.980392156862745,5.0,0.104,0.09788
808,2022-07-09,121068,9293,17872,36853,852,2720,1477,5.65034965034965,5.0,0.162,0.09788
809,2022-07-10,121033,9304,17895,36981,855,2726,1478,5.35472972972973,5.0,0.18,0.09788
810,2022-07-11,120991,9333,17903,37131,847,2742,1483,5.302547770700637,5.0,0.188,0.09788
811,2022-07-12,120949,9331,17943,37204,850,2743,1487,5.2037617554858935,4.0,0.188,0.09788
812,2022-07-13,120902,9343,17973,37264,851,2745,1492,5.329376854599406,5.0,0.136,0.09788
813,2022-07-14,120878,9352,17985,37334,849,2749,1495,5.334507042253521,5.0,0.15,0.09788
814,2022-07-15,120852,9331,18022,37376,848,2753,1505,5.26875,5.0,0.12,0.09788
815,2022-07-16,120819,9277,18106,37444,846,2761,1508,5.138028169014085,4.0,0.168,0.09788
816,2022-07-17,120793,9285,18118,37488,849,2763,1514,5.204472843450479,4.0,0.184,0.09788
817,2022-07-18,120748,9270,18173,37559,845,2769,1519,5.428571428571429,5.0,0.136,0.09788
818,2022-07-19,120726,9292,18168,37600,845,2773,1524,5.27906976744186,5.0,0.234,0.09788
819,2022-07-20,120673,9373,18136,37701,839,2787,1528,5.251824817518248,4.0,0.136,0.09788
820,2022-07-21,120649,9335,18193,37833,830,2799,1533,5.061624649859944,5.0,0.16,0.09788
821,2022-07-22,120634,9308,18232,37982,829,2810,1536,5.131147540983607,4.0,0.166,0.09788
822,2022-07-23,120600,9320,18251,38015,830,2814,1539,5.771043771043771,5.0,0.084,0.09788
823,2022-07-24,120584,9270,18316,38058,828,2819,1540,5.314102564102564,5.0,0.118,0.09788
824,2022-07-25,120561,9258,18349,38128,826,2828,1542,5.250825082508251,4.0,0.21,0.09788
825,2022-07-26,120515,9216,18432,38202,825,2837,1547,4.951289398280802,4.0,0.108,0.09788
826,2022-07-27,120498,9149,18514,38323,827,2849,1549,5.407185628742515,5.0,0.156,0.09788
827,2022-07-28,120468,9098,18590,38349,826,2851,1554,5.478632478632479,5.0,0.132,0.09788
828,2022-07-29,120447,9079,18623,38383,822,2856,1561,4.964401294498382,4.0,0.142,0.09788
829,2022-07-30,120414,9082,18650,38512,802,2886,1564,5.279365079365079,5.0,0.094,0.09788
830,2022-07-31,120398,9028,18716,38537,804,2889,1568,5.234104046242774,4.0,0.158,0.09788
831,2022-08-01,120367,9028,18739,38587,801,2897,1576,5.604294478527607,4.5,0.24,0.09788
832,2022-08-02,120310,9061,18760,38632,804,2903,1579,5.728758169934641,5.0,0.236,0.09788
833,2022-08-03,120264,9045,18813,38664,802,2910,1588,5.572254335260116,5.0,0.228,0.09788
834,2022-08-04,120207,9087,18819,38673,799,2916,1597,5.419871794871795,4.0,0.23,0.09788
835,2022-08-05,120159,9166,18785,38722,791,2933,1600,5.813559322033898,5.0,0.184,0.09788
836,2022-08-06,120121,9138,18845,38839,785,2956,1606,5.39039039039039,5.0,0.106,0.09788
837,2022-08-07,120094,9130,18874,38916,784,2981,1612,5.513196480938417,5.0,0.19,0.09788
838,2022-08-08,120049,9139,18906,38959,795,2983,1616,5.156351791530945,4.0,0.152,0.09788
839,2022-08-09,120023,9099,18969,39081,791,3005,1619,5.317784256559767,4.0,0.102,0.09788
840,2022-08-10,120009,9050,19031,39104,787,3011,1620,5.476340694006309,5.0,0.232,0.09788
841,2022-08-11,119949,9034,19102,39219,772,3038,1625,5.204022988505747,5.0,0.168,0.09788
842,2022-08-12,119923,9079,19079,39299,776,3054,1629,5.578231292517007,5.0,0.212,0.09788
843,2022-08-13,119880,9124,19073,39318,779,3056,1633,5.551839464882943,5.0,0.112,0.09788
844,2022-08-14,119862,9099,19109,39423,780,3076,1640,5.368770764119601,5.0,0.166,0.09788
845,2022-08-15,119823,9076,19164,39439,785,3079,1647,5.485981308411215,5.0,0.152,0.09788
846,2022-08-16,119781,9094,19181,39506,786,3086,1654,5.18348623853211,4.0,0.24,0.09788
847,2022-08-17,119714,9142,19195,39584,784,3100,1659,5.435185185185185,4.0,0.104,0.09788
848,2022-08-18,119682,9081,19285,39627,782,3105,1662,5.27887323943662,4.0,0.092,0.09788
849,2022-08-19,119658,9093,19289,39692,773,3121,1670,6.128526645768025,5.0,0.168,0.09788
850,2022-08-20,119624,9139,19269,39746,768,3134,1678,5.751798561151079,5.0,0.088,0.09788
851,2022-08-21,119603,9148,19276,39822,776,3152,1683,5.624595469255663,5.0,0.126,0.09788
852,2022-08-22,119566,9196,19262,39910,775,3173,1686,5.9961832061068705,5.0,0.176,0.09788
853,2022-08-23,119517,9187,19316,39957,773,3178,1690,5.56701030927835,5.0,0.178,0.09788
854,2022-08-24,119479,9198,19339,40074,763,3210,1694,5.637254901960785,5.0,0.12,0.09788
855,2022-08-25,119460,9249,19302,40114,766,3215,1699,5.220149253731344,4.0,0.134,0.09788
856,2022-08-26,119430,9259,19320,40236,781,3228,1701,5.62,5.0,0.12,0.09788
857,2022-08-27,119403,9229,19372,40270,775,3234,1706,5.427586206896552,4.0,0.238,0.09788
858,2022-08-28,119356,9198,19443,40296,780,3239,1713,5.8930817610062896,5.0,0.24,0.09788
859,2022-08-29,119308,9191,19494,40393,787,3252,1717,6.027397260273973,5.0,0.184,0.09788
860,2022-08-30,119273,9155,19561,40471,788,3266,1721,5.552147239263804,5.0,0.224,0.09788
861,2022-08-31,119223,9127,19638,40538,792,3272,1722,5.262686567164179,4.0,0.182,0.09788
862,2022-09-01,119193,9071,19719,40608,795,3278,1727,5.528528528528528,5.0,0.202,0.09788
863,2022-09-02,119146,9034,19793,40698,803,3285,1737,5.399433427762039,4.0,0.138,0.09788
864,2022-09-03,119120,8946,19900,40782,794,3299,1744,5.245989304812834,4.0,0.13,0.09788
865,2022-09-04,119089,8920,19952,40833,791,3306,1749,5.680781758957655,5.0,0.17,0.09788
866,2022-09-05,119035,8888,20036,40851,791,3307,1751,5.753753753753754,5.0,0.162,0.09788
867,2022-09-06,118993,8879,20083,40986,789,3326,1755,5.515822784810126,5.0,0.106,0.09788
868,2022-09-07,118971,8874,20107,41047,790,3335,1758,5.570957095709571,4.0,0.114,0.09788
869,2022-09-08,118947,8899,20101,41118,792,3345,1763,5.708955223880597,5.0,0.2,0.09788
870,2022-09-09,118907,8883,20151,41225,795,3355,1769,5.148484848484848,4.0,0.13,0.09788
871,2022-09-10,118872,8863,20199,41294,800,3363,1776,5.656891495601173,5.0,0.204,0.09788
872,2022-09-11,118833,8813,20285,41382,808,3371,1779,5.758720930232558,5.0,0.106,0.09788
873,2022-09-12,118804,8873,20248,41494,811,3380,1785,5.963768115942029,5.0,0.104,0.09788
